"x","y"
1.402500,0.952681
1.402600,0.952697
1.402700,0.952713
1.402800,0.952728
1.402900,0.952744
1.403000,0.952760
1.403100,0.952776
1.403200,0.952791
1.403300,0.952807
1.403400,0.952823
1.403500,0.952839
1.403600,0.952854
1.403700,0.952870
1.403800,0.952886
1.403900,0.952902
1.404000,0.952917
1.404100,0.952933
1.404200,0.952949
1.404300,0.952964
1.404400,0.952980
1.404500,0.952996
1.404600,0.953012
1.404700,0.953027
1.404800,0.953043
1.404900,0.953059
1.405000,0.953074
1.405100,0.953090
1.405200,0.953106
1.405300,0.953121
1.405400,0.953137
1.405500,0.953153
1.405600,0.953168
1.405700,0.953184
1.405800,0.953200
1.405900,0.953215
1.406000,0.953231
1.406100,0.953246
1.406200,0.953262
1.406300,0.953278
1.406400,0.953293
1.406500,0.953309
1.406600,0.953324
1.406700,0.953340
1.406800,0.953356
1.406900,0.953371
1.407000,0.953387
1.407100,0.953402
1.407200,0.953418
1.407300,0.953434
1.407400,0.953449
1.407500,0.953465
1.407600,0.953480
1.407700,0.953496
1.407800,0.953511
1.407900,0.953527
1.408000,0.953542
1.408100,0.953558
1.408200,0.953574
1.408300,0.953589
1.408400,0.953605
1.408500,0.953620
1.408600,0.953636
1.408700,0.953651
1.408800,0.953667
1.408900,0.953682
1.409000,0.953698
1.409100,0.953713
1.409200,0.953729
1.409300,0.953744
1.409400,0.953760
1.409500,0.953775
1.409600,0.953791
1.409700,0.953806
1.409800,0.953822
1.409900,0.953837
1.410000,0.953852
1.410100,0.953868
1.410200,0.953883
1.410300,0.953899
1.410400,0.953914
1.410500,0.953930
1.410600,0.953945
1.410700,0.953961
1.410800,0.953976
1.410900,0.953991
1.411000,0.954007
1.411100,0.954022
1.411200,0.954038
1.411300,0.954053
1.411400,0.954068
1.411500,0.954084
1.411600,0.954099
1.411700,0.954115
1.411800,0.954130
1.411900,0.954145
1.412000,0.954161
1.412100,0.954176
1.412200,0.954191
1.412300,0.954207
1.412400,0.954222
1.412500,0.954237
1.412600,0.954253
1.412700,0.954268
1.412800,0.954283
1.412900,0.954299
1.413000,0.954314
1.413100,0.954329
1.413200,0.954345
1.413300,0.954360
1.413400,0.954375
1.413500,0.954391
1.413600,0.954406
1.413700,0.954421
1.413800,0.954437
1.413900,0.954452
1.414000,0.954467
1.414100,0.954482
1.414200,0.954498
1.414300,0.954513
1.414400,0.954528
1.414500,0.954543
1.414600,0.954559
1.414700,0.954574
1.414800,0.954589
1.414900,0.954604
1.415000,0.954620
1.415100,0.954635
1.415200,0.954650
1.415300,0.954665
1.415400,0.954681
1.415500,0.954696
1.415600,0.954711
1.415700,0.954726
1.415800,0.954741
1.415900,0.954757
1.416000,0.954772
1.416100,0.954787
1.416200,0.954802
1.416300,0.954817
1.416400,0.954833
1.416500,0.954848
1.416600,0.954863
1.416700,0.954878
1.416800,0.954893
1.416900,0.954908
1.417000,0.954924
1.417100,0.954939
1.417200,0.954954
1.417300,0.954969
1.417400,0.954984
1.417500,0.954999
1.417600,0.955014
1.417700,0.955030
1.417800,0.955045
1.417900,0.955060
1.418000,0.955075
1.418100,0.955090
1.418200,0.955105
1.418300,0.955120
1.418400,0.955135
1.418500,0.955150
1.418600,0.955165
1.418700,0.955181
1.418800,0.955196
1.418900,0.955211
1.419000,0.955226
1.419100,0.955241
1.419200,0.955256
1.419300,0.955271
1.419400,0.955286
1.419500,0.955301
1.419600,0.955316
1.419700,0.955331
1.419800,0.955346
1.419900,0.955361
1.420000,0.955376
1.420100,0.955391
1.420200,0.955406
1.420300,0.955421
1.420400,0.955436
1.420500,0.955451
1.420600,0.955466
1.420700,0.955481
1.420800,0.955496
1.420900,0.955511
1.421000,0.955526
1.421100,0.955541
1.421200,0.955556
1.421300,0.955571
1.421400,0.955586
1.421500,0.955601
1.421600,0.955616
1.421700,0.955631
1.421800,0.955646
1.421900,0.955661
1.422000,0.955676
1.422100,0.955691
1.422200,0.955706
1.422300,0.955721
1.422400,0.955735
1.422500,0.955750
1.422600,0.955765
1.422700,0.955780
1.422800,0.955795
1.422900,0.955810
1.423000,0.955825
1.423100,0.955840
1.423200,0.955855
1.423300,0.955870
1.423400,0.955884
1.423500,0.955899
1.423600,0.955914
1.423700,0.955929
1.423800,0.955944
1.423900,0.955959
1.424000,0.955974
1.424100,0.955989
1.424200,0.956003
1.424300,0.956018
1.424400,0.956033
1.424500,0.956048
1.424600,0.956063
1.424700,0.956078
1.424800,0.956092
1.424900,0.956107
1.425000,0.956122
1.425100,0.956137
1.425200,0.956152
1.425300,0.956166
1.425400,0.956181
1.425500,0.956196
1.425600,0.956211
1.425700,0.956226
1.425800,0.956240
1.425900,0.956255
1.426000,0.956270
1.426100,0.956285
1.426200,0.956299
1.426300,0.956314
1.426400,0.956329
1.426500,0.956344
1.426600,0.956358
1.426700,0.956373
1.426800,0.956388
1.426900,0.956403
1.427000,0.956417
1.427100,0.956432
1.427200,0.956447
1.427300,0.956462
1.427400,0.956476
1.427500,0.956491
1.427600,0.956506
1.427700,0.956520
1.427800,0.956535
1.427900,0.956550
1.428000,0.956564
1.428100,0.956579
1.428200,0.956594
1.428300,0.956608
1.428400,0.956623
1.428500,0.956638
1.428600,0.956652
1.428700,0.956667
1.428800,0.956682
1.428900,0.956696
1.429000,0.956711
1.429100,0.956726
1.429200,0.956740
1.429300,0.956755
1.429400,0.956770
1.429500,0.956784
1.429600,0.956799
1.429700,0.956813
1.429800,0.956828
1.429900,0.956843
1.430000,0.956857
1.430100,0.956872
1.430200,0.956886
1.430300,0.956901
1.430400,0.956916
1.430500,0.956930
1.430600,0.956945
1.430700,0.956959
1.430800,0.956974
1.430900,0.956988
1.431000,0.957003
1.431100,0.957018
1.431200,0.957032
1.431300,0.957047
1.431400,0.957061
1.431500,0.957076
1.431600,0.957090
1.431700,0.957105
1.431800,0.957119
1.431900,0.957134
1.432000,0.957148
1.432100,0.957163
1.432200,0.957177
1.432300,0.957192
1.432400,0.957206
1.432500,0.957221
1.432600,0.957235
1.432700,0.957250
1.432800,0.957264
1.432900,0.957279
1.433000,0.957293
1.433100,0.957308
1.433200,0.957322
1.433300,0.957337
1.433400,0.957351
1.433500,0.957366
1.433600,0.957380
1.433700,0.957395
1.433800,0.957409
1.433900,0.957424
1.434000,0.957438
1.434100,0.957452
1.434200,0.957467
1.434300,0.957481
1.434400,0.957496
1.434500,0.957510
1.434600,0.957524
1.434700,0.957539
1.434800,0.957553
1.434900,0.957568
1.435000,0.957582
1.435100,0.957596
1.435200,0.957611
1.435300,0.957625
1.435400,0.957640
1.435500,0.957654
1.435600,0.957668
1.435700,0.957683
1.435800,0.957697
1.435900,0.957711
1.436000,0.957726
1.436100,0.957740
1.436200,0.957754
1.436300,0.957769
1.436400,0.957783
1.436500,0.957798
1.436600,0.957812
1.436700,0.957826
1.436800,0.957840
1.436900,0.957855
1.437000,0.957869
1.437100,0.957883
1.437200,0.957898
1.437300,0.957912
1.437400,0.957926
1.437500,0.957941
1.437600,0.957955
1.437700,0.957969
1.437800,0.957983
1.437900,0.957998
1.438000,0.958012
1.438100,0.958026
1.438200,0.958041
1.438300,0.958055
1.438400,0.958069
1.438500,0.958083
1.438600,0.958098
1.438700,0.958112
1.438800,0.958126
1.438900,0.958140
1.439000,0.958154
1.439100,0.958169
1.439200,0.958183
1.439300,0.958197
1.439400,0.958211
1.439500,0.958226
1.439600,0.958240
1.439700,0.958254
1.439800,0.958268
1.439900,0.958282
1.440000,0.958297
1.440100,0.958311
1.440200,0.958325
1.440300,0.958339
1.440400,0.958353
1.440500,0.958367
1.440600,0.958382
1.440700,0.958396
1.440800,0.958410
1.440900,0.958424
1.441000,0.958438
1.441100,0.958452
1.441200,0.958467
1.441300,0.958481
1.441400,0.958495
1.441500,0.958509
1.441600,0.958523
1.441700,0.958537
1.441800,0.958551
1.441900,0.958565
1.442000,0.958580
1.442100,0.958594
1.442200,0.958608
1.442300,0.958622
1.442400,0.958636
1.442500,0.958650
1.442600,0.958664
1.442700,0.958678
1.442800,0.958692
1.442900,0.958706
1.443000,0.958720
1.443100,0.958734
1.443200,0.958748
1.443300,0.958763
1.443400,0.958777
1.443500,0.958791
1.443600,0.958805
1.443700,0.958819
1.443800,0.958833
1.443900,0.958847
1.444000,0.958861
1.444100,0.958875
1.444200,0.958889
1.444300,0.958903
1.444400,0.958917
1.444500,0.958931
1.444600,0.958945
1.444700,0.958959
1.444800,0.958973
1.444900,0.958987
1.445000,0.959001
1.445100,0.959015
1.445200,0.959029
1.445300,0.959043
1.445400,0.959057
1.445500,0.959071
1.445600,0.959085
1.445700,0.959099
1.445800,0.959113
1.445900,0.959127
1.446000,0.959140
1.446100,0.959154
1.446200,0.959168
1.446300,0.959182
1.446400,0.959196
1.446500,0.959210
1.446600,0.959224
1.446700,0.959238
1.446800,0.959252
1.446900,0.959266
1.447000,0.959280
1.447100,0.959294
1.447200,0.959308
1.447300,0.959321
1.447400,0.959335
1.447500,0.959349
1.447600,0.959363
1.447700,0.959377
1.447800,0.959391
1.447900,0.959405
1.448000,0.959419
1.448100,0.959432
1.448200,0.959446
1.448300,0.959460
1.448400,0.959474
1.448500,0.959488
1.448600,0.959502
1.448700,0.959516
1.448800,0.959529
1.448900,0.959543
1.449000,0.959557
1.449100,0.959571
1.449200,0.959585
1.449300,0.959598
1.449400,0.959612
1.449500,0.959626
1.449600,0.959640
1.449700,0.959654
1.449800,0.959667
1.449900,0.959681
1.450000,0.959695
1.450100,0.959709
1.450200,0.959723
1.450300,0.959736
1.450400,0.959750
1.450500,0.959764
1.450600,0.959778
1.450700,0.959791
1.450800,0.959805
1.450900,0.959819
1.451000,0.959833
1.451100,0.959846
1.451200,0.959860
1.451300,0.959874
1.451400,0.959888
1.451500,0.959901
1.451600,0.959915
1.451700,0.959929
1.451800,0.959942
1.451900,0.959956
1.452000,0.959970
1.452100,0.959984
1.452200,0.959997
1.452300,0.960011
1.452400,0.960025
1.452500,0.960038
1.452600,0.960052
1.452700,0.960066
1.452800,0.960079
1.452900,0.960093
1.453000,0.960107
1.453100,0.960120
1.453200,0.960134
1.453300,0.960148
1.453400,0.960161
1.453500,0.960175
1.453600,0.960189
1.453700,0.960202
1.453800,0.960216
1.453900,0.960230
1.454000,0.960243
1.454100,0.960257
1.454200,0.960270
1.454300,0.960284
1.454400,0.960298
1.454500,0.960311
1.454600,0.960325
1.454700,0.960338
1.454800,0.960352
1.454900,0.960366
1.455000,0.960379
1.455100,0.960393
1.455200,0.960406
1.455300,0.960420
1.455400,0.960434
1.455500,0.960447
1.455600,0.960461
1.455700,0.960474
1.455800,0.960488
1.455900,0.960501
1.456000,0.960515
1.456100,0.960528
1.456200,0.960542
1.456300,0.960555
1.456400,0.960569
1.456500,0.960583
1.456600,0.960596
1.456700,0.960610
1.456800,0.960623
1.456900,0.960637
1.457000,0.960650
1.457100,0.960664
1.457200,0.960677
1.457300,0.960691
1.457400,0.960704
1.457500,0.960718
1.457600,0.960731
1.457700,0.960745
1.457800,0.960758
1.457900,0.960771
1.458000,0.960785
1.458100,0.960798
1.458200,0.960812
1.458300,0.960825
1.458400,0.960839
1.458500,0.960852
1.458600,0.960866
1.458700,0.960879
1.458800,0.960893
1.458900,0.960906
1.459000,0.960919
1.459100,0.960933
1.459200,0.960946
1.459300,0.960960
1.459400,0.960973
1.459500,0.960987
1.459600,0.961000
1.459700,0.961013
1.459800,0.961027
1.459900,0.961040
1.460000,0.961054
1.460100,0.961067
1.460200,0.961080
1.460300,0.961094
1.460400,0.961107
1.460500,0.961120
1.460600,0.961134
1.460700,0.961147
1.460800,0.961160
1.460900,0.961174
1.461000,0.961187
1.461100,0.961201
1.461200,0.961214
1.461300,0.961227
1.461400,0.961241
1.461500,0.961254
1.461600,0.961267
1.461700,0.961281
1.461800,0.961294
1.461900,0.961307
1.462000,0.961320
1.462100,0.961334
1.462200,0.961347
1.462300,0.961360
1.462400,0.961374
1.462500,0.961387
1.462600,0.961400
1.462700,0.961414
1.462800,0.961427
1.462900,0.961440
1.463000,0.961453
1.463100,0.961467
1.463200,0.961480
1.463300,0.961493
1.463400,0.961506
1.463500,0.961520
1.463600,0.961533
1.463700,0.961546
1.463800,0.961559
1.463900,0.961573
1.464000,0.961586
1.464100,0.961599
1.464200,0.961612
1.464300,0.961626
1.464400,0.961639
1.464500,0.961652
1.464600,0.961665
1.464700,0.961678
1.464800,0.961692
1.464900,0.961705
1.465000,0.961718
1.465100,0.961731
1.465200,0.961744
1.465300,0.961758
1.465400,0.961771
1.465500,0.961784
1.465600,0.961797
1.465700,0.961810
1.465800,0.961823
1.465900,0.961837
1.466000,0.961850
1.466100,0.961863
1.466200,0.961876
1.466300,0.961889
1.466400,0.961902
1.466500,0.961916
1.466600,0.961929
1.466700,0.961942
1.466800,0.961955
1.466900,0.961968
1.467000,0.961981
1.467100,0.961994
1.467200,0.962007
1.467300,0.962020
1.467400,0.962034
1.467500,0.962047
1.467600,0.962060
1.467700,0.962073
1.467800,0.962086
1.467900,0.962099
1.468000,0.962112
1.468100,0.962125
1.468200,0.962138
1.468300,0.962151
1.468400,0.962164
1.468500,0.962177
1.468600,0.962191
1.468700,0.962204
1.468800,0.962217
1.468900,0.962230
1.469000,0.962243
1.469100,0.962256
1.469200,0.962269
1.469300,0.962282
1.469400,0.962295
1.469500,0.962308
1.469600,0.962321
1.469700,0.962334
1.469800,0.962347
1.469900,0.962360
1.470000,0.962373
1.470100,0.962386
1.470200,0.962399
1.470300,0.962412
1.470400,0.962425
1.470500,0.962438
1.470600,0.962451
1.470700,0.962464
1.470800,0.962477
1.470900,0.962490
1.471000,0.962503
1.471100,0.962516
1.471200,0.962529
1.471300,0.962542
1.471400,0.962555
1.471500,0.962567
1.471600,0.962580
1.471700,0.962593
1.471800,0.962606
1.471900,0.962619
1.472000,0.962632
1.472100,0.962645
1.472200,0.962658
1.472300,0.962671
1.472400,0.962684
1.472500,0.962697
1.472600,0.962710
1.472700,0.962723
1.472800,0.962735
1.472900,0.962748
1.473000,0.962761
1.473100,0.962774
1.473200,0.962787
1.473300,0.962800
1.473400,0.962813
1.473500,0.962826
1.473600,0.962838
1.473700,0.962851
1.473800,0.962864
1.473900,0.962877
1.474000,0.962890
1.474100,0.962903
1.474200,0.962916
1.474300,0.962928
1.474400,0.962941
1.474500,0.962954
1.474600,0.962967
1.474700,0.962980
1.474800,0.962993
1.474900,0.963005
1.475000,0.963018
1.475100,0.963031
1.475200,0.963044
1.475300,0.963057
1.475400,0.963069
1.475500,0.963082
1.475600,0.963095
1.475700,0.963108
1.475800,0.963121
1.475900,0.963133
1.476000,0.963146
1.476100,0.963159
1.476200,0.963172
1.476300,0.963184
1.476400,0.963197
1.476500,0.963210
1.476600,0.963223
1.476700,0.963235
1.476800,0.963248
1.476900,0.963261
1.477000,0.963274
1.477100,0.963286
1.477200,0.963299
1.477300,0.963312
1.477400,0.963325
1.477500,0.963337
1.477600,0.963350
1.477700,0.963363
1.477800,0.963375
1.477900,0.963388
1.478000,0.963401
1.478100,0.963414
1.478200,0.963426
1.478300,0.963439
1.478400,0.963452
1.478500,0.963464
1.478600,0.963477
1.478700,0.963490
1.478800,0.963502
1.478900,0.963515
1.479000,0.963528
1.479100,0.963540
1.479200,0.963553
1.479300,0.963566
1.479400,0.963578
1.479500,0.963591
1.479600,0.963604
1.479700,0.963616
1.479800,0.963629
1.479900,0.963641
1.480000,0.963654
1.480100,0.963667
1.480200,0.963679
1.480300,0.963692
1.480400,0.963705
1.480500,0.963717
1.480600,0.963730
1.480700,0.963742
1.480800,0.963755
1.480900,0.963768
1.481000,0.963780
1.481100,0.963793
1.481200,0.963805
1.481300,0.963818
1.481400,0.963830
1.481500,0.963843
1.481600,0.963856
1.481700,0.963868
1.481800,0.963881
1.481900,0.963893
1.482000,0.963906
1.482100,0.963918
1.482200,0.963931
1.482300,0.963943
1.482400,0.963956
1.482500,0.963968
1.482600,0.963981
1.482700,0.963994
1.482800,0.964006
1.482900,0.964019
1.483000,0.964031
1.483100,0.964044
1.483200,0.964056
1.483300,0.964069
1.483400,0.964081
1.483500,0.964094
1.483600,0.964106
1.483700,0.964119
1.483800,0.964131
1.483900,0.964144
1.484000,0.964156
1.484100,0.964168
1.484200,0.964181
1.484300,0.964193
1.484400,0.964206
1.484500,0.964218
1.484600,0.964231
1.484700,0.964243
1.484800,0.964256
1.484900,0.964268
1.485000,0.964281
1.485100,0.964293
1.485200,0.964305
1.485300,0.964318
1.485400,0.964330
1.485500,0.964343
1.485600,0.964355
1.485700,0.964368
1.485800,0.964380
1.485900,0.964392
1.486000,0.964405
1.486100,0.964417
1.486200,0.964430
1.486300,0.964442
1.486400,0.964454
1.486500,0.964467
1.486600,0.964479
1.486700,0.964491
1.486800,0.964504
1.486900,0.964516
1.487000,0.964529
1.487100,0.964541
1.487200,0.964553
1.487300,0.964566
1.487400,0.964578
1.487500,0.964590
1.487600,0.964603
1.487700,0.964615
1.487800,0.964627
1.487900,0.964640
1.488000,0.964652
1.488100,0.964664
1.488200,0.964677
1.488300,0.964689
1.488400,0.964701
1.488500,0.964714
1.488600,0.964726
1.488700,0.964738
1.488800,0.964751
1.488900,0.964763
1.489000,0.964775
1.489100,0.964787
1.489200,0.964800
1.489300,0.964812
1.489400,0.964824
1.489500,0.964837
1.489600,0.964849
1.489700,0.964861
1.489800,0.964873
1.489900,0.964886
1.490000,0.964898
1.490100,0.964910
1.490200,0.964922
1.490300,0.964935
1.490400,0.964947
1.490500,0.964959
1.490600,0.964971
1.490700,0.964984
1.490800,0.964996
1.490900,0.965008
1.491000,0.965020
1.491100,0.965032
1.491200,0.965045
1.491300,0.965057
1.491400,0.965069
1.491500,0.965081
1.491600,0.965093
1.491700,0.965106
1.491800,0.965118
1.491900,0.965130
1.492000,0.965142
1.492100,0.965154
1.492200,0.965167
1.492300,0.965179
1.492400,0.965191
1.492500,0.965203
1.492600,0.965215
1.492700,0.965227
1.492800,0.965240
1.492900,0.965252
1.493000,0.965264
1.493100,0.965276
1.493200,0.965288
1.493300,0.965300
1.493400,0.965312
1.493500,0.965325
1.493600,0.965337
1.493700,0.965349
1.493800,0.965361
1.493900,0.965373
1.494000,0.965385
1.494100,0.965397
1.494200,0.965409
1.494300,0.965421
1.494400,0.965434
1.494500,0.965446
1.494600,0.965458
1.494700,0.965470
1.494800,0.965482
1.494900,0.965494
1.495000,0.965506
1.495100,0.965518
1.495200,0.965530
1.495300,0.965542
1.495400,0.965554
1.495500,0.965566
1.495600,0.965578
1.495700,0.965590
1.495800,0.965602
1.495900,0.965615
1.496000,0.965627
1.496100,0.965639
1.496200,0.965651
1.496300,0.965663
1.496400,0.965675
1.496500,0.965687
1.496600,0.965699
1.496700,0.965711
1.496800,0.965723
1.496900,0.965735
1.497000,0.965747
1.497100,0.965759
1.497200,0.965771
1.497300,0.965783
1.497400,0.965795
1.497500,0.965807
1.497600,0.965819
1.497700,0.965831
1.497800,0.965843
1.497900,0.965855
1.498000,0.965867
1.498100,0.965879
1.498200,0.965890
1.498300,0.965902
1.498400,0.965914
1.498500,0.965926
1.498600,0.965938
1.498700,0.965950
1.498800,0.965962
1.498900,0.965974
1.499000,0.965986
1.499100,0.965998
1.499200,0.966010
1.499300,0.966022
1.499400,0.966034
1.499500,0.966046
1.499600,0.966058
1.499700,0.966069
1.499800,0.966081
1.499900,0.966093
1.500000,0.966105
1.500100,0.966117
1.500200,0.966129
1.500300,0.966141
1.500400,0.966153
1.500500,0.966165
1.500600,0.966176
1.500700,0.966188
1.500800,0.966200
1.500900,0.966212
1.501000,0.966224
1.501100,0.966236
1.501200,0.966248
1.501300,0.966259
1.501400,0.966271
1.501500,0.966283
1.501600,0.966295
1.501700,0.966307
1.501800,0.966319
1.501900,0.966330
1.502000,0.966342
1.502100,0.966354
1.502200,0.966366
1.502300,0.966378
1.502400,0.966390
1.502500,0.966401
1.502600,0.966413
1.502700,0.966425
1.502800,0.966437
1.502900,0.966449
1.503000,0.966460
1.503100,0.966472
1.503200,0.966484
1.503300,0.966496
1.503400,0.966507
1.503500,0.966519
1.503600,0.966531
1.503700,0.966543
1.503800,0.966555
1.503900,0.966566
1.504000,0.966578
1.504100,0.966590
1.504200,0.966602
1.504300,0.966613
1.504400,0.966625
1.504500,0.966637
1.504600,0.966648
1.504700,0.966660
1.504800,0.966672
1.504900,0.966684
1.505000,0.966695
1.505100,0.966707
1.505200,0.966719
1.505300,0.966730
1.505400,0.966742
1.505500,0.966754
1.505600,0.966766
1.505700,0.966777
1.505800,0.966789
1.505900,0.966801
1.506000,0.966812
1.506100,0.966824
1.506200,0.966836
1.506300,0.966847
1.506400,0.966859
1.506500,0.966871
1.506600,0.966882
1.506700,0.966894
1.506800,0.966906
1.506900,0.966917
1.507000,0.966929
1.507100,0.966941
1.507200,0.966952
1.507300,0.966964
1.507400,0.966976
1.507500,0.966987
1.507600,0.966999
1.507700,0.967010
1.507800,0.967022
1.507900,0.967034
1.508000,0.967045
1.508100,0.967057
1.508200,0.967068
1.508300,0.967080
1.508400,0.967092
1.508500,0.967103
1.508600,0.967115
1.508700,0.967126
1.508800,0.967138
1.508900,0.967150
1.509000,0.967161
1.509100,0.967173
1.509200,0.967184
1.509300,0.967196
1.509400,0.967207
1.509500,0.967219
1.509600,0.967231
1.509700,0.967242
1.509800,0.967254
1.509900,0.967265
1.510000,0.967277
1.510100,0.967288
1.510200,0.967300
1.510300,0.967311
1.510400,0.967323
1.510500,0.967334
1.510600,0.967346
1.510700,0.967357
1.510800,0.967369
1.510900,0.967380
1.511000,0.967392
1.511100,0.967403
1.511200,0.967415
1.511300,0.967426
1.511400,0.967438
1.511500,0.967449
1.511600,0.967461
1.511700,0.967472
1.511800,0.967484
1.511900,0.967495
1.512000,0.967507
1.512100,0.967518
1.512200,0.967530
1.512300,0.967541
1.512400,0.967553
1.512500,0.967564
1.512600,0.967576
1.512700,0.967587
1.512800,0.967599
1.512900,0.967610
1.513000,0.967621
1.513100,0.967633
1.513200,0.967644
1.513300,0.967656
1.513400,0.967667
1.513500,0.967679
1.513600,0.967690
1.513700,0.967701
1.513800,0.967713
1.513900,0.967724
1.514000,0.967736
1.514100,0.967747
1.514200,0.967758
1.514300,0.967770
1.514400,0.967781
1.514500,0.967793
1.514600,0.967804
1.514700,0.967815
1.514800,0.967827
1.514900,0.967838
1.515000,0.967849
1.515100,0.967861
1.515200,0.967872
1.515300,0.967884
1.515400,0.967895
1.515500,0.967906
1.515600,0.967918
1.515700,0.967929
1.515800,0.967940
1.515900,0.967952
1.516000,0.967963
1.516100,0.967974
1.516200,0.967986
1.516300,0.967997
1.516400,0.968008
1.516500,0.968020
1.516600,0.968031
1.516700,0.968042
1.516800,0.968053
1.516900,0.968065
1.517000,0.968076
1.517100,0.968087
1.517200,0.968099
1.517300,0.968110
1.517400,0.968121
1.517500,0.968133
1.517600,0.968144
1.517700,0.968155
1.517800,0.968166
1.517900,0.968178
1.518000,0.968189
1.518100,0.968200
1.518200,0.968211
1.518300,0.968223
1.518400,0.968234
1.518500,0.968245
1.518600,0.968256
1.518700,0.968268
1.518800,0.968279
1.518900,0.968290
1.519000,0.968301
1.519100,0.968313
1.519200,0.968324
1.519300,0.968335
1.519400,0.968346
1.519500,0.968357
1.519600,0.968369
1.519700,0.968380
1.519800,0.968391
1.519900,0.968402
1.520000,0.968413
1.520100,0.968425
1.520200,0.968436
1.520300,0.968447
1.520400,0.968458
1.520500,0.968469
1.520600,0.968481
1.520700,0.968492
1.520800,0.968503
1.520900,0.968514
1.521000,0.968525
1.521100,0.968536
1.521200,0.968548
1.521300,0.968559
1.521400,0.968570
1.521500,0.968581
1.521600,0.968592
1.521700,0.968603
1.521800,0.968614
1.521900,0.968626
1.522000,0.968637
1.522100,0.968648
1.522200,0.968659
1.522300,0.968670
1.522400,0.968681
1.522500,0.968692
1.522600,0.968703
1.522700,0.968715
1.522800,0.968726
1.522900,0.968737
1.523000,0.968748
1.523100,0.968759
1.523200,0.968770
1.523300,0.968781
1.523400,0.968792
1.523500,0.968803
1.523600,0.968814
1.523700,0.968825
1.523800,0.968836
1.523900,0.968848
1.524000,0.968859
1.524100,0.968870
1.524200,0.968881
1.524300,0.968892
1.524400,0.968903
1.524500,0.968914
1.524600,0.968925
1.524700,0.968936
1.524800,0.968947
1.524900,0.968958
1.525000,0.968969
1.525100,0.968980
1.525200,0.968991
1.525300,0.969002
1.525400,0.969013
1.525500,0.969024
1.525600,0.969035
1.525700,0.969046
1.525800,0.969057
1.525900,0.969068
1.526000,0.969079
1.526100,0.969090
1.526200,0.969101
1.526300,0.969112
1.526400,0.969123
1.526500,0.969134
1.526600,0.969145
1.526700,0.969156
1.526800,0.969167
1.526900,0.969178
1.527000,0.969189
1.527100,0.969200
1.527200,0.969211
1.527300,0.969222
1.527400,0.969233
1.527500,0.969244
1.527600,0.969255
1.527700,0.969266
1.527800,0.969276
1.527900,0.969287
1.528000,0.969298
1.528100,0.969309
1.528200,0.969320
1.528300,0.969331
1.528400,0.969342
1.528500,0.969353
1.528600,0.969364
1.528700,0.969375
1.528800,0.969386
1.528900,0.969397
1.529000,0.969407
1.529100,0.969418
1.529200,0.969429
1.529300,0.969440
1.529400,0.969451
1.529500,0.969462
1.529600,0.969473
1.529700,0.969484
1.529800,0.969494
1.529900,0.969505
1.530000,0.969516
1.530100,0.969527
1.530200,0.969538
1.530300,0.969549
1.530400,0.969560
1.530500,0.969570
1.530600,0.969581
1.530700,0.969592
1.530800,0.969603
1.530900,0.969614
1.531000,0.969625
1.531100,0.969635
1.531200,0.969646
1.531300,0.969657
1.531400,0.969668
1.531500,0.969679
1.531600,0.969690
1.531700,0.969700
1.531800,0.969711
1.531900,0.969722
1.532000,0.969733
1.532100,0.969744
1.532200,0.969754
1.532300,0.969765
1.532400,0.969776
1.532500,0.969787
1.532600,0.969797
1.532700,0.969808
1.532800,0.969819
1.532900,0.969830
1.533000,0.969841
1.533100,0.969851
1.533200,0.969862
1.533300,0.969873
1.533400,0.969884
1.533500,0.969894
1.533600,0.969905
1.533700,0.969916
1.533800,0.969926
1.533900,0.969937
1.534000,0.969948
1.534100,0.969959
1.534200,0.969969
1.534300,0.969980
1.534400,0.969991
1.534500,0.970002
1.534600,0.970012
1.534700,0.970023
1.534800,0.970034
1.534900,0.970044
1.535000,0.970055
1.535100,0.970066
1.535200,0.970076
1.535300,0.970087
1.535400,0.970098
1.535500,0.970108
1.535600,0.970119
1.535700,0.970130
1.535800,0.970141
1.535900,0.970151
1.536000,0.970162
1.536100,0.970172
1.536200,0.970183
1.536300,0.970194
1.536400,0.970204
1.536500,0.970215
1.536600,0.970226
1.536700,0.970236
1.536800,0.970247
1.536900,0.970258
1.537000,0.970268
1.537100,0.970279
1.537200,0.970290
1.537300,0.970300
1.537400,0.970311
1.537500,0.970321
1.537600,0.970332
1.537700,0.970343
1.537800,0.970353
1.537900,0.970364
1.538000,0.970374
1.538100,0.970385
1.538200,0.970396
1.538300,0.970406
1.538400,0.970417
1.538500,0.970427
1.538600,0.970438
1.538700,0.970449
1.538800,0.970459
1.538900,0.970470
1.539000,0.970480
1.539100,0.970491
1.539200,0.970501
1.539300,0.970512
1.539400,0.970522
1.539500,0.970533
1.539600,0.970544
1.539700,0.970554
1.539800,0.970565
1.539900,0.970575
1.540000,0.970586
1.540100,0.970596
1.540200,0.970607
1.540300,0.970617
1.540400,0.970628
1.540500,0.970638
1.540600,0.970649
1.540700,0.970659
1.540800,0.970670
1.540900,0.970680
1.541000,0.970691
1.541100,0.970701
1.541200,0.970712
1.541300,0.970722
1.541400,0.970733
1.541500,0.970743
1.541600,0.970754
1.541700,0.970764
1.541800,0.970775
1.541900,0.970785
1.542000,0.970796
1.542100,0.970806
1.542200,0.970817
1.542300,0.970827
